id,title,content,tags
763,differences ackermann steering standard bi tricycles concerning kinematics,got following homework question general differences robots ackermann steering standard bicycles tricycles concerning kinematics don t see differences car like robot 2 fixed rear wheels 2 dependent adjustable front wheels can seen tricycle like robot single adjustable front wheel middle let distance two rear wheels approach zero get bicycle can t see difference three mobile robots something missing,"['mobile-robot', 'design', 'kinematics', 'theory']"
764,relationship point cloud maps graph maps,familiar slam maps point clouds usually form vector like x y \theta f 1x f 1y f nx f ny also understand create map like using ekf today came across graph file format expect consists vertices edges format edge2 observed vertex id observing vertex id forward sideward rotate inf ff inf fs inf ss inf rr inf fr inf sr know s connection matrices graphs adjacency matrix example s clear graph format map equivalent point cloud map m familiar relationship vertices poses landmarks global reference frame created say velocity information range bearing sensor transformation graph map point cloud,"['slam', 'mapping']"
768,balance flying quadcopter,im using code create quadcopter robot hardware part done need balance copter video current status tried play speed motor get balanced didnt go actually gyro accelerometer onboard shall adjust motor speed based values rules beware better solution try error shall begin tips,"['balance', 'quadcopter']"
775,getting started robotic arm design,like design robotic arm hold weight x length y case want hold x 2 5 lbs y 4 inches starting simply like try building arm gripper plus one servo joint servo joint y gripper designing arm want say gripper enough torque hold desired weight e g 2 5 lbs minimal distance however long fingers design servo joint bear weight gripper load like able hold object full extension,"['design', 'servos', 'arm']"
777,building controllable knob,trying build semi analog timer something like old egg timers rotate face want knob can turn can read microcontroller also want microcontroller able position knob d like implement stops letting microcontroller push knob towards certain positions runs knob turn first project kind ve built small robots past s many years ve considered hacking servo motor read position small hobby servos ve tried hard turn noisy pick much momentum turned don t act like good knob m now considering rotary encoder connected motor hunting several sites sparkfun servocity digikey trossen others haven t able find anything seemed appropriate m certain find motor s going right kind low torque seems like shouldn t really uncommon problem fairly normal approach creating knob can adjusted user microcontroller,"['motor', 'servos']"
780,reasons autonomous robots daily activities,fact search less find autonomous real robots use companion robots toys limited useless functionality whenever natural disaster don t see operational search rescue robots news even military robots service remotely controlled machines intelligent machines industrial robotic arms deterministic machines robots levels autonomous functionality cleaning bots warehouse operations bots farming robots hand today artificial intelligence algorithms good making decisions sensing technologies sophisticated communication technologies fast can manufacture cheap parts people extremely gadget savvy real robot day day life investment domain market yet enough knowledge domain missing technology idea,['mobile-robot']
783,ros benefit multicore processor like epiphany xmos,looking good embedded pc run ros recently came across couple little machines using new multi core processors epiphany xmos since one thing ros really seems want cores ros able take advantage cores just feeble little ram use make sense focus machines fewer powerful cores,['ros']
788,nano bots can fit inside human body actually exist,wondering real nano bots like ones movies think bots can move blood vessels right,['mobile-robot']
790,toy robots move technology forwards,last month saw many robots don t real purpose made ask value saw dancing robot ces advanced lego based robots also robots combined limited purpose saw ten year old children playing robots competitions someone told just education logic spreading cases arguments like informing people everything going forwards know people will buy robotic vacuum cleaners think ll save time robotic cleaners reliable see marketing things children s education dancing robots instances selling pig poke value terms robotics really advancing field manufacturers say,['research']
795,can microhard 920 series modems made compatible microhard 910 series,microhard systems currently sells several types 900mhz modems mostly used robotics scada applications one product lines 910 series mhx910 n910 spectra 910 obsolete longer sold however older equipment built oem versions 910 series soldered place microhard currently sells 920 series mhx920 n920 spectra 920 shares many specs 910 series establish radio link 910 series modem due differences encryption hopping pattern therefore want make new equipment communicate equipment using 910 series options de solder old 910 modem replace footprint compatible 920 modem reconfigure 920 series modem communicate 910 series modem option 1 undesirable since don t access firmware older equipment question anyone know accomplish option 2,['radio-control']
797,plans use vendor id identify ethercat devices,also asked question ros answers s getting much interest currently ethercat package ros uses slaves product ids identify devices load correct drivers works great devices manufactured single vendor plans prevent product id collisions multiple vendors make ros compatible ethercat devices manufacture ethercat devices just using large values product id just hoping don t collide anyone else s ideally ros concatenate vendor product ids single 64 bit value use identify correct driver,['ros']
801,simple neural network hardcoded positions walk optimisation,m building quadrupedal robot will learn walk responses got asking possible run nn micro controller realised needed think clever system wouldn t take 1000 years effective still able demonstrate onboard learning ve designed system m sure effective will firstly hardcode 5 20 positions legs set simple neural network node different set positions legs will write robot moves one node another weight joint determined far forward robot moves eventually will strong connections best nodes positions robot will found pattern moves successful walking effective learning walk note instead positions write short gaits process work sets work best combined,"['microcontroller', 'machine-learning', 'walk']"
807,can control fast 200hz realtime system slow 30hz system,currently designing mobile robot mounted arm multiple controlled degrees freedom sensors considering architecture two parts set realtime controllers either raspeberry pis running rtos xenomai bare metal microcontrollers control arm motors encoders let us call machines rtx x 1 2 3 depending number microcontrollers control loop will run 200hz powerful vanilla linux machine running ros compute slam mocap execute high level logic decide robot s task compute motors desired position speed control loop will run 30hz know framework needs scalable account motors sensors pcs eg external mocap main problem decide different rtx communicate pc1 looked papers related robots architecture e g hrp2 often describe high level control architecture yet find information low level communicate high level scalable way miss something order connect fast rt machines ensuring motor control pc1 considered tcp ip can uart tcp ip deterministic easy put place non determinism real issue will used slow speed 30hz anyways can slow reliable targeted cars seen exemples using can robots looked exotic uart one rt machine motor control considered uart guess port scale well many rtx tcp ip really go non deterministic characteristics easy use moment solution really seems obvious can find serious robot example using specific reliable scalable solution feel confident make choice anyone clear view point literature point typical mainstream communication solutions used robots,"['control', 'design', 'communication']"
810,can ultrasonic button sensors run vex analog port,m running digital ports sensors fit definition analog possible run touch sensor quadrature encoder ultrasonic sensor analog port m thinking didn t run across anything said otherwise,['sensors']
812,find far motor taken vehicle,small motorized vehicle gears wheels running track made gear racks can robot know run half track s best method keep running track end return start robot carrying water exactly amount time will weigh therefore might amount steps stepper motor time ideas might work though beginner don t know s best solution gps tracking overkill small scale kind distance measurer knob will hit middle track telling program delay given time track amount steps motor performed won t accurate,"['mobile-robot', 'arduino', 'sensors']"
815,arduino motor control,m working rather low budget project need way control four motors using one arduino ve looked motor shields little shield top already female input top though motor shield may work suggestions,"['control', 'arduino', 'microcontroller', 'motor', 'power']"
819,adding rotary encoders electronic wheel chair,electric wheel chair looking add rotary encoder wheel don t want hack motor want add encoder without harming motor wheel connection will using arduino read signal anyone experience adding rotary encoders already assembled wheel assemblies,"['arduino', 'microcontroller']"
826,can use digital animation software define movements humanoid robots,m working lifesize 130cm humanoid robot hubo looking way easily program new motions gestures obviously write tool looking solution can leverage existing tools standards robot motion first thought trying use animation software like blender maya writing script extract joint angles keyframes however robotics researchers probably proficient maya know m already kind 3d posing tool robotics standard things seen far comes close pose utility roboplus choregraphe nao programs seem limited particular robots don t appear extendable hubo questions standard file formats robot motion 2d wheeled robot motion arm leg motion something equivalent bvh file format used motion capture know wysiwygish tool creating robot motion using keyframes inverse kinematics,"['software', 'motion']"
829,model best feedback control robotic manipulators mimo parallel siso,m currently designing robotic arm 6 dof goal able give setpoints 3d position velocity orientation x y z \dot x \dot y \dot z \theta \alpha \gamma feedback control siso systems far college taking learning curve multivariable control consideration approach problem trying model system mimo multiple sisos possible please mention possible disadvantages advantages strategy,"['control', 'manipulator', 'robotic-arm']"
832,interpret data received i2c controller nxt 2 brick,trying write code connect hitechnic prototype board lego brick although using msrds studio isn t issue reading writing serial port device connected works fine lacking don t understand data sent received goes comes back form byte array example 128 15 0 2 16 2 8 byte array converted hex response telling obviously total newbie can program don t really understand electronics trying make connection read i2c controller works happening send receive data serial port,"['nxt', 'i2c']"
835,cncing injection mold,want injection mold several thousand part fits 6 x 6 x 2 bed like able use tooling can make can rapidly iterate tooling production problems discovered know typical injection mold hard tooling created using electrical discharge machining requires first cncing carbon positive using electrode spark burn negative mold hard steel however equipment edm instead prefer directly cnc negative mold know soft enough steel cnced will last long injection mold like said run size tiny ok making new mold every 500 units necessary open buying endmill diamond tipped work harder steel limitation will probably much torque cnc can produce endmill recommendations links helpful resources particular good cnc enough torque blend steel use thanks,['cnc']
838,microcontroller used quadcopter flight control esc,working building quadcopter scratch noticed many solutions available online use arduino fan arduino questions microcontrollers used crucial features microcontrollers etc like build total scratch thinking pic microcontrollers also used esc since build scratch summing 4 escs gyro acceloremeter gps transceiver 8 slaves one master microcontroller,"['microcontroller', 'quadcopter', 'esc']"
839,sonar obstacle avoidance many sensors place,avoiding obstacles 2d robot navigation best position angle place sonar sensors many like know theory examples problem placing realize depends way robot moves geometry searching general answers,"['mobile-robot', 'sensors', 'navigation', 'acoustic-rangefinder']"
840,tool building analysing robots kinematics control visually,reading research papers robotics many follow pattern construction established kinematical formulas read mechanical structure state space analysed e g far robot can reach maximum speed can left underspecified handle mathematically incorrect systems tool software product can receive input mechanical structure output kinematical formulas preferably provide kind plots analysis suggestions optimal design parameters e g length angles sturcture optimum parameters motors exist,"['software', 'design', 'inverse-kinematics', 'research', 'kinematics']"
845,identify objects space,using depth sensing camera like kinect like retrieve position predetermined object e g cup fork etc ultimately able grab object way achieve,"['computer-vision', 'algorithm']"
848,must loop 127 times 7 bit address example,learning i2c arduino looking sample program scan i2c devices saw following code address 0 address 127 address i2c scanner uses return value write endtransmisstion see device acknowledge address wire begintransmission address error wire endtransmission error 0 serial print i2c device found address 0x address 16 serial print 0 serial print address hex serial println far understand bit just 1 7 bits loop 0 127,"['arduino', 'i2c']"
851,optimal control simple pendulum,m studying various optimal control methods implements matlab test case choose now simple pendulum fixed ground want control upper position managed control using simple feedback method swing based energy control lqr stabilization upper position state trajectory show figure forgot axis description x theta y theta dot now want try full optimal control method starting iterative lqr method found implemented method requires one dynamic function one cost function motor torque one motor function xdot xdot x xdot u ilqr fndyn x u xdot x 2 g l sin x 1 d m l 2 x 2 1 m l 2 u nargout 1 xdot x 0 1 g l cos x 1 d m l 2 xdot u 0 1 m l 2 end end function l l x l xx l u l uu l ux ilqr fncost x u t trying j x f qf x f int dt u 2 qf 10000000 eye 2 r 1 wt 1 x diff wraptopi x 1 reference 1 x 2 reference 2 isnan t l x diff qf x diff else l u r u end nargout 1 l x zeros 2 1 l xx zeros 2 2 l u 2 r u l uu 2 r l ux zeros 1 2 isnan t l x qf x diff l xx qf end end end info pendulum origin system pendulum fixed ground angle theta zero stable position pi unstable goal position m bob mass l rod length d damping factor simplicity put m 1 l 1 d 0 3 cost simple penalize control final error call ilqr function tspan 0 10 dt 0 01 steps floor tspan 2 dt x0 pi 4 0 umin 3 umax 3 x u l j opt ilqg det ilqr fndyn ilqr fncost dt steps x0 0 umin umax output time 0 10 initial conditions 0 785398 0 000000 goal 3 141593 0 000000 length 1 000000 mass 1 000000 damping 0 300000 using iterative lqr control iterations 5 cost 88230673 8003 nominal trajectory optimal trajectory control finds control doesn t even try reach goal wrong algorithm todorov seems work least examples,['control']
854,sensors differential drive,following chassis along arduino motor shield m process developing tracking mechanism use differential drive normally photo reflector can placed adjacent wheel will reflect spoke passes therefore allowing code written will accurately measure wheels position problem see wheels inside chassis small holes driveshaft placing sensors outside look ridiculous wall crash cause havoc able use photo reflector gears shown accurately placed count spoke gear m bit hesitant though even small bump misalign sensor causing havoc one idea track wheel movements,"['arduino', 'two-wheeled']"
857,can seed kalman filter particle filter,way initializing kalman filter using population particles belong cluster can determine good estimate mean value compute weighted average covariance matrix particle represented x y weight,"['localization', 'kalman-filter', 'particle-filter']"
863,simulate assembly line,need simulate stream vehicles assembly line automatons performing operations vehicles come within reach automatons keep track individual vehicles simply collect data need choose method matching data gathered automaton vehicle belongs example guess identity vehicle using timing arriving operation range sensors automaton check possible problems will face like little hopefully simple video simulation tool play vehicles symbolized moving black squares automatons sensors static points circles possible change time interval two vehicles speed add random delays kind software search look consider developing scratch,['simulator']
865,tell stepper motor s position detect slippage,creating cnc machine budget using old motors printers scanners etc limited 650ma whole system fear cutting bit touches material stepper might moving quickly won t enough torque mean will become one rotation behind really mess cnc project detecting motor misses step allow readjust motor speed reaches balance working quickly adequate torque can achieve,"['arduino', 'stepper-motor', 'current', 'cnc']"
869,building robotic arm joint,new robotic design need determine parts will need assemble arm joint joint will contain one timing belt pulley remote motor will turning forearm pulley will rotating upper arm piece will actually two parallel arms will grip pulley top bottom order brace pulley axis torque timing belt kind lost mount together like mount forearm directly pulley two parallel arms comprising upper arm sandwich top pulley lower part forearm attached using turn table ideas shaft mount attach pulley arms kind direction links greatly appreciated don t even know names parts looking ascii art model dashed lines arms arm left forearm two arms right two parallel parts upper arm stars belt bars pulleys elbow e shoulder s thinking mounting pulley left arm directly bushing maybe using turntables mount pulley top arm another turn table mount left arm bottom arm picture design help visualize,"['design', 'arm', 'joint']"
872,really need gyro airplane flight stabilization system,m working basic airplane flight stabilization system precursor full autopilot system m using salvaged wii motion plus nunchuk create 6dof imu first goal keep wings level mix users commands correct saying require gyro just 3 2 axis accelerometer detect pitch roll adjust ailerons elevator compensate secondly extend design goal keeping wings level flying straight line obviously two different things given wind turbulence gyro become necessary insofar can accomplished without gps guidance ve tried integrating gyro values get roll pitch yaw however evidenced question m level knowledge topic d prefer simpler mathematics code thanks help,"['uav', 'accelerometer', 'imu', 'gyroscope']"
873,3d mapping quadcopter kinect,quadcopter robot kinect want 3d mapping kinect reliable moving robot e can give stable images maps movement sdk producing 3d maps kinect data will slam algorithms work arduino board copter atmega 2560 powerful enough handle,"['arduino', 'slam', 'kinect', 'quadcopter']"
876,remote car controlling,start asking help let know newbie electronic field want know principle wheel rotation left right remote car gadget talking changing spin rotation dc motor buttons remote asking left right movement wheel know spin change depends polarity dc motor changing polarity changes spin principle changing left right positions front wheels,"['control', 'wheel']"
878,accurate 3d printing w sketchup,3d printers school unfortunately super high quality want try 3d printing model made google sketchup like fairly accurate measures can take prevent error model understand need export file stl anything can model hand ensure accuracy can calibrate 3d printer best results,['3d-printing']
882,force measurement grab bars,recently start project measure force bathroom grab bar force load applied person need grab bar assistant want measure load wall real time monitoring load analysis improve design quite sure kind sensor suitable measurement looking different load cells get idea mount commercial load cells measurement trying right now using strain gauge measure strain near end bar wall side roughly calculate load think might wrong may exists kind force load sensors can clamp bar measurement sensor types models suggestion welcome also posted question ee forum,"['sensors', 'force']"
883,measuring speed movement webots,experimenting different fitness functions webots robot simulation short m using genetic algorithm evolve interesting behaviour idea now reward punish aibo based speed movement movement performed setting new joint position currently results jerky random movements looking nodes available webots apart gps node available aibo couldn t find anything relevant want achieve measure distance previous location current location movement can,"['mobile-robot', 'reinforcement-learning', 'simulator']"
884,using sick laser matlab windows,matlab toolbox available use sick lasers windows found one toolbox matlab gnu linux another way use sick laser via matlab windows,"['mobile-robot', 'localization']"
885,possible connect hitechnic prototype board arduino,anyone know possible s just i2c device right mean cut cable make plug pins arduino just able use wire library say something like nxt hardware developers kit tells pins thanks edit turns possible main problem hitechnic says address 0x10 actually 0x08 short sketch reads prints device e manufacturer version include wire h define address 0x08 void setup wire begin serial begin 9600 void loop readchardata 0 7 serial println readchardata 8 8 serial println readchardata 16 8 serial println serial println delay 1000 void readchardata int startaddress int bytestoread wire begintransmission address wire write startaddress wire endtransmission wire requestfrom address bytestoread wire available char c wire read serial print c,['arduino']
891,arduino nano raspberry pi uav ground station,m programmer trade amateur aerospace nut degree level training fields m working uav project good people diy drones helpful question little less drone related little general robotics electronics essentially m looking options ground stations current rough plan something like pc joystick broken sensor base plan dismantle separate handle base insert arduino nano mostly hollow handle hook buttons hat thumbstick hole used accept stem base fit bracket runs horizontally hold smallish touchscreen think razer s project fiona tablet one stick behind mounted raspberry pi nano talks rpi usb hid input rpi will running custom software display telemetry data sent uav main question whether nano enough power run xbee provides telemetry link without causing lag control inputs s worth mentioning uav will fly wire moderation slight stutters won t result wobbly flying serious interruptions will still problematic annoying s also worth mentioning will used simplified guiding hand control will always regular remote control available least eu flight regulations just don t want use nano won t options first thought get second nano get drive xbee rpi two usb ports may well better way,"['arduino', 'control', 'uav', 'raspberry-pi', 'radio-control']"
892,possible achieve arbitrary precision camera calibration,possible achieve arbitrary precision calibration extrinsic parameters camera minimum error wich can compensated probably dictated camera s resolution,"['computer-vision', 'calibration']"
896,select cameras stereo vision system,process building stereo vision system used ugv system robot will used competition wherein robot teleoperated find relatively small colored rocks large outdoor field understand calibrate system process data stereo vision system however know select cameras system best practices picking cameras stereo vision system,"['computer-vision', 'stereo-vision', 'cameras']"
897,high voltage motor control arduino,m trying control higher voltage motor arduino can source pin arduino trying hook transistor battery pack supposed 4 8v s 6v 4 d batteries setup arduino code m trying run code gives errors motor movement happens make work thanks,"['arduino', 'motor']"
900,select best configuration known workspace load task,given workspace constraints load task done select best configuration robot select cartesian scara robot instance select manipulator determine many axes need seen based experience rules thumb readily available standard devices like formal answer quantify choice technique genetic algorithm describes task load workspace budget speed etc rates selects optimal robot configuration maybe even multiple configurations can mathematically ensure ultimately chose optimal solution thing found online thesis 1999 titled automated synthesis optimization robot configurations evolutionary approach pdf cmu ri tr 99 43 synthesis optimization tool called darwin2k presented thesis written chris leger cmu surprised one updated created tool similar provide context question developing robot assist elderly domestic tasks instance robot identifies picks food items previously stored known location hand opens package place oven pick place locations fixed nearby robot stationary,"['design', 'algorithm', 'industrial-robot', 'theory', 'manipulator']"
907,calibrate 2d scanner mounted rotary axis,2d laser scanner mounted rotary axis wish determine transformation matrix center axis center scanner using input scanner angle rotation 2d scanner assumed calibrated will accurately measure position object inside plane laser regards scanner origin rotary axis calibrated well will accurately measure angle movement scanner aligned mounted close center rotation exact offset unknown may drift time assume impractical measure position orientation scanner directly looking way determine exact values 6 degrees offset scanner may relation axis determined solely 2d information scanner rotation angle axis mainly interested 4 offsets depicted since two matter regard generating consistent 3d point cloud input data scanning known calibration object possible determine offsets mathematical formulas sort calibration information required minimum example possible determine parameters simply scanning flat surface knowing nothing surface except flat transformation matrix rotation axis world unknown well one trivial determine transformation axis camera known example left camera placed exactly rotational axis camera scans planar object reference points b c based laser distance measurements angle axis planar object can reconstructed right camera unknown offset axis scans object point cloud constructed without knowing offset planar surface maps curved surface can calculate offset based surface curvature know real world distances angles b c can calculate camera offsets minimum number reference points need 4 offsets,['calibration']
908,makeblock threaded slot work,ve looking makeblock robotics kit found information web comes end users one main advertised features clear slot threads shown straight screw thread will mate angled just little contact screw thread rail thread vs regular screw hole threads screw want rest angled somewhat head flush rim rail screw deform aluminum rail torqued close picture slot screws,"['mechanism', 'kit']"
909,gps tracking device,m looking gps tracking device without screen apps just need look current position bus send server tcp ip protocol process must constant can real time tracking bus already wireless access point device can useful need another piece hardware send coordinates server experience can something like arduino connected gps send data,['gps']
913,power torque required related way,designing new platform outdoor robotics need calculate power torque needed move platform calculated need 720 w total power move 360w per motor don t know calculate torque need really just required power ignoring torque way calculate easily already known parameters platform weight whole platform 75 kg number wheels 4 number powered wheels 4 diameter wheels 30 cm number motors 2 wanted speed 180 rpm 3 m s wanted acceleration 0 2 m s 2,"['mobile-robot', 'design', 'motor']"
918,storing kinect data usb drive,anybody know kinect data can stored directly onto usb drive kinect windows use linux ros however plan mount kinect robot store captured frames usb un mount usb transfer linux process ros possible suggestions,"['kinect', 'ros']"
921,can send video arduino camera module video android screen,m trying connect camera module arduino mega connect mega android phone throught bluetooth send live view camera mobile phone saw video online showed still images image captured camera module arduino sent android output image viewed couple seconds time send image bt doable live video instead image yes please guide please suggest workarounds,"['arduino', 'cameras']"
922,design target speed,need make omni wheeled robot platform 4 wheels go minimum speed 15 cm s idea design since first time something like made lot assumptions decided choose tgy s4505b servos motor system intend attach servos fxa308b wheels finally intend power servos one turnigy lsd 6 0v 2300mah ni mh flat receiver packs sure lipo better choice need able run servos continuously roughly 8 minutes can ignore microcontroller stuff relatively speaking will consume much less power robot will four wheels thus four servos basic specifications servo type analog gear train plastic bearings dual motor type carbon brushed weight 40g 1 41oz lead 30cm torque 3 9kg cm 4 8v 4 8kg cm 6v speed 0 13sec 60 4 8v 0 10 60 6v based battery pack will running servos 6v gives speed 60 degrees per 0 10 seconds plan modifying servos continuous rotation connected directly wheel since wheel diameter 5 cm circumference 15 cm based specs seems robot can move roughly 15 cm 0 6 seconds 25 cm s quite fast actually don t intend run constantly speed 8 minute run assume average speed 20 cm s assumptions reasonable calculations correct really appreciate insight advice recommendations criticisms may,"['mobile-robot', 'wheel', 'rcservo']"
924,ti arm stacked ram,ti arm socs e g omap da vinci version stacked ram e g ddr2 mddr miniature robots like micro drones really nice need spend board area external ram chip thanks,['arm']
939,will connecting two servo motors double torque,robot using two continuous rotation servos spin threaded rod trying make project cheap possible servos can find servo 1 cheap option half torque need servo 2 torque project requires much expensive two servo 1 can hook two servo 1 end rod move synchronized can spare extra pins microprocessor using isn t issue know hooking two together will increase torque don t want 75 torque want situation also don t care 98 torque goal extra weight probably won t happen don t want like said earlier 70 80 90 target goal torque possible help appreciated thanks advance,"['motor', 'rcservo']"
940,convert link parameters angles kinematics transformation matrices programming logic,m robotics research undergraduate understand conceptual math part however comes actually implementing code calculate forward kinematics robot stuck m just getting way book websites ve found explain like calculate x y z angles given link parameters denavit hartenberg parameters following \begin array ccc \bf \bf \alpha 1 \bf 1 \bf d \bf \theta \\ \\ 1 0 0 0 \theta 1\\ 2 90 \circ 0 0 \theta 2\\ 3 0 2 d 3 \theta 3\\ 4 90 \circ 3 d 4 \theta 4\\ 5 90 \circ 0 0 \theta 5\\ 6 90 \circ 0 0 \theta 6\\ \end array don t understand turn table values proper transformation matrices needed get 0t n cartesian position rotation last link m hoping can figure x y z angle s reading book help appreciated,"['kinematics', 'forward-kinematics']"
946,can detect edge table,m new robot making just got first arduino play around want make robot will wander table will last longer think make avoid falling table will best way make detect edge table can make stop turn around something reliable preferably cheap will also better don t need add extra stuff table can use surface first idea draw path lines table make line follower robot don t like idea much,['sensors']
948,opposite antagonistic,robotic joint connected two actuators e g air muscles one flexes joint extends arrangement called antagonistic electric motor instead air muscles case can pull one tendon time s antagonistic arrangement called case untagonistic,"['motor', 'air-muscle']"
952,s efficient way visit every reachable space grid unknown obstacles,m trying create map obstacles fairly coarse 2d grid space using exploration detect obstacles attempting move one space adjacent space fails s obstacle destination space concept rangefinding sensor problem example process complete reachable squares visited words spaces might completely unreachable even don t obstacles re surrounded expected simplest case use dfs algorithm m worried will take excessively long time complete robot will spend time backtracking exploring new territory expect especially problematic attempting reach unreachable squares robot will exhaust every option sophisticated method proper thing seems boustrophedon cell decomposition however can t seem find good description boustrophedon cell decomposition algorithm complete description simple terms resources like one general one vertical cell decomposition don t offer much insight high level algorithms low level data structures involved can visit map grid efficiently exists like algorithm performs better o n 2 respect total number grid squares e better o n 4 n n grid,"['algorithm', 'coverage', 'planning']"
953,dropping pwm ardrone parrot 2 0,issues ardrone parrot 2 0 hope someone else may running thing hovering drone seemingly randomly losing altitude recovering commanded velocity inputs hold altitude using drivers ardrone autonomy dev unstable branch github able watch pwm outputs sent motor dropping hover command small value exponentially returning hover value drop occurs issue communication imu onboard controller software control implementation anyone seen similar problem suggestions test troubleshoot happening,"['ros', 'quadcopter', 'pwm']"
954,controlling 12 servos arduino servo library,m using teensy hardware specifically teensy 2 0 teensy 3 0 documentation seems like two 16 bit timers available able control 12 servos however ve attached logic analyzer confirmed first 12 servos attached ever function anything special sketch order convince servo library allocate second timer servos attached beyond number 12 works ever shows activity first twelve pins attached define num servos 24 servo servos num servos teensy 3 0 pins int pin assignments num servos 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 void setup int 0 num servos servos attach pin assignments,"['arduino', 'rcservo']"
957,adhesion heavy wall climbing robot,come across number methods developing wall climbing robots suction chemical adhesion gecko like hair adhesion electroadhesion method best heavy robots 5kg methods missed,['mobile-robot']
963,simulated kinect rotation around x gazebo bug,asked question answers ros org gazebo ros org still haven t got answer m posting question hope someone can help robot kinect can mounted side arm shown screenshot running simulation fuerte found weird behaviour can observe image point cloud match robot model see partial image hand arm bottom left screenshot robot model soon rotate kinect x axis kinect horizontal can see second screenshot point cloud robot model aligned properly kinect xacro dae one turtlebot m simply attaching rotation code can seen github help greatly appreciated,"['kinect', 'ros', 'simulator']"
964,extended kalman filter using odometry motion model,prediction step ekf localization linearization must performed mentioned probabilistic robotics thrun burgard fox page 206 jacobian matrix using velocity motion model defined \begin bmatrix x \\ y \\ \theta \end bmatrix \begin bmatrix x \\ y \\ \theta \end bmatrix \begin bmatrix \frac \hat v t \hat \omega t \text sin \theta \text sin \theta \hat \omega t \delta t \\ \frac \hat v t \hat \omega t \text cos \theta \text cos \theta \hat \omega t \delta t \\ \hat \omega t \delta t \end bmatrix calculated g t \begin bmatrix 1 0 \frac t t cos t 1 cos t 1 t t \\ 0 1 \frac t t sin t 1 sin t 1 t t \\ 0 0 1 \end bmatrix apply using odometry motion model described book page 133 robot motion approximated rotation \hat \delta rot1 translation \hat \delta second rotation \hat \delta rot2 corresponding equations \begin bmatrix x \\ y \\ \theta \end bmatrix \begin bmatrix x \\ y \\ \theta \end bmatrix \begin bmatrix \hat \delta \text cos \theta \hat \delta rot1 \\ \hat \delta \text sin \theta \hat \delta rot1 \\ \hat \delta rot1 \hat \delta rot2 \end bmatrix case jacobian g t \begin bmatrix 1 0 \hat \delta sin \hat \delta rot1 \\ 0 1 \hat \delta cos \hat \delta rot1 \\ 0 0 1 \end bmatrix good practise use odometry motion model instead velocity mobile robot localization,"['localization', 'kalman-filter']"
965,firmata nrf24,m technical problems m trying use firmata arduino nrf24 serial interface tested nrf24 communication s fine also tested firmata serial works base device simple serial relay data available serial read send nrf24 network data available network read send serial node device bit complex custom standard firmata just added write read override read override id handeled method way firmata available firmata processinput handle network data send firmata process method network available rf24networkheader header uint8 t data network read header data sizeof uint8 t serial print data dec serial print firmata processinputoverride data blinkonboard 50 currentmillis millis firmata processinputoverrride little changed method processinput processinput reads data directly firmataserial method pass data method network tested work fine write method overloaded different way firmata cpp added method pointer can set custom method used send data using custom method added custom method call firmataserial write call firmata h size t firmataserialwriteoverride uint8 t void firmataclass printversion void firmataserial write report version firmataserial write firmata major version firmataserial write firmata minor version firmata firmataserialwriteoverride report version firmata firmataserialwriteoverride firmata major version firmata firmataserialwriteoverride firmata minor version set overrided write method custom method just writes byte network instead serial size t ssignal uint8 t data rf24networkheader header basedevice network write header data sizeof uint8 t void setup firmata firmataserialwriteoverride ssignal stages pass right guess don t get response node request pin states f0 6a 7f 7f 7f 7f 0 1 2 3 4 5 6 7 8 9 b c d e f f7 analog mapping f0 6d 0 f7 sysex request pin 0 state value f0 6d 1 f7 f0 6d 2 f7 f0 6d 45 f7 wait response response ideas happen node receive messages correctly code handling pin states exist,"['arduino', 'serial', 'c++']"
970,magnets affect imu values,im process making robot requires 12 3x10mm cylindric magnets construction 30mm center robot plan imu thinking using mpu 6050 magnets affect values yes solution like maybe shield something around imu,"['sensors', 'imu']"
975,space probes need heating,know temperature influences characteristics semiconductors materials know can take account furthermore lower temperatures makes electronics efficient sometimes even superconducting remember reading somewhere engineers building curiosity even considered low temperature electronics motors driving wheels still decided end apparently hard build components operating temperatures matching mars europa space edit none answers address question thus far know parts electronic mechanical greases relatively narrow working temperatures question don t build special cold metals cold greases cold chips narrow operating temperature band 100 c whatever valid answers s expensive insufficient science done determine materials appropriate cold cold materials manufactured sweltering heat planet earth,"['heat-management', 'cooling']"
976,good approach quadruped gait,small quadruped three degree freedom legs working 3dof mini quadruped original code simple servo controller arduino scala code send servo commands wire inverse kinematics gait logic scala got walk 3dof quadruped first gait gait logic scala somewhat naive depended legs right position beginning one side extended fore aft side toward logic simply translate four feet backward 1mm along y whenever coxa angle became excessively rearward stop perform little routine foot lifted 10mm z translated forward 60mm along y set back naive effective now rewritten ik code arduino c m trying decide move forward gait dynamics ve hard time finding good easy understand resources gaits knowledge difference dynamically stable gaits like creep gaits body stable tripod times dynamically unstable gaits walking trotting two legs ground time body essentially falling forward advancing leg thoughts state machines trying calculate whether body center falls within triangle made remaining feet decide foot safe lift m sure ideas worth exploring know kind overly general question m interested see people attacked problem ve able find research papers,"['mobile-robot', 'walk']"
